customer_id,signup_date,gender,city,channel,is_premium,age
CUST-02371,2023-10-09,M,Bogotá,presencial,0,33
CUST-02372,2023-03-04,M,Barranquilla,online,1,29
CUST-02373,2024-07-24,M,Barranquilla,online,0,36
CUST-02374,2024-08-28,M,Cali,presencial,0,40
CUST-02375,2023-06-29,M,Manizales,presencial,1,46
CUST-02376,2024-03-13,F,Cali,online,1,49
CUST-02377,2024-07-23,M,Cartagena,online,1,31
CUST-02378,2024-05-22,F,Medellín,presencial,0,21
CUST-02379,2023-02-18,M,Bucaramanga,presencial,0,30
CUST-02380,2023-12-19,F,Bucaramanga,social_media,0,37
CUST-02381,2024-01-26,F,Manizales,presencial,1,25
CUST-02382,2024-06-21,F,Manizales,presencial,1,25
CUST-02383,2023-11-23,M,Bogotá,social_media,0,38
CUST-02384,2024-03-02,M,Cartagena,social_media,0,34
CUST-02385,2024-02-23,M,Medellín,online,1,35
CUST-02386,2023-06-02,M,Cúcuta,online,0,27
CUST-02387,2023-11-04,M,Cartagena,presencial,0,32
CUST-02388,2024-01-21,M,Cúcuta,social_media,1,25
CUST-02389,2023-07-08,F,Santa Marta,social_media,0,43
CUST-02390,2024-07-04,F,Barranquilla,online,0,45
CUST-02391,2024-04-29,F,Manizales,online,1,18
CUST-02392,2023-09-04,M,Bogotá,presencial,0,25
CUST-02393,2023-08-19,M,Manizales,social_media,0,20
CUST-02394,2023-11-04,F,Bucaramanga,online,0,28
CUST-02395,2023-05-28,M,Manizales,presencial,0,34
CUST-02396,2024-04-19,M,Bucaramanga,presencial,0,20
CUST-02397,2023-03-01,M,Cali,presencial,1,25
CUST-02398,2024-07-29,F,Manizales,online,1,24
CUST-02399,2024-02-27,F,Cartagena,online,0,37
CUST-02400,2024-03-02,M,Cúcuta,online,1,35
CUST-02401,2024-07-24,F,Cartagena,online,0,27
CUST-02402,2024-06-26,F,Pereira,online,0,36
CUST-02403,2023-05-18,M,Bucaramanga,social_media,0,29
CUST-02404,2024-02-02,M,Santa Marta,social_media,1,32
CUST-02405,2023-09-06,F,Pereira,social_media,1,51
CUST-02406,2023-09-19,F,Cali,social_media,0,48
CUST-02407,2023-07-28,M,Cartagena,presencial,0,22
CUST-02408,2023-12-05,M,Santa Marta,presencial,1,43
CUST-02409,2023-03-22,M,Cúcuta,social_media,0,43
CUST-02410,2024-04-05,F,Medellín,online,1,23
CUST-02411,2024-01-15,F,Bogotá,social_media,0,43
CUST-02412,2023-04-05,M,Manizales,social_media,0,50
CUST-02413,2024-07-02,M,Manizales,presencial,0,23
CUST-02414,2023-07-15,M,Medellín,online,0,25
CUST-02415,2023-02-22,M,Manizales,presencial,1,45
CUST-02416,2023-10-02,F,Cartagena,online,0,37
CUST-02417,2024-01-22,M,Medellín,presencial,0,40
CUST-02418,2023-02-10,M,Pereira,social_media,0,38
CUST-02419,2023-03-16,F,Pereira,online,0,38
CUST-02420,2023-07-12,M,Cali,presencial,0,21
CUST-02421,2024-08-24,F,Bogotá,social_media,0,45
CUST-02422,2024-07-26,F,Barranquilla,presencial,0,46
CUST-02423,2023-08-11,F,Medellín,presencial,1,32
CUST-02424,2024-05-05,M,Barranquilla,presencial,0,34
CUST-02425,2023-08-02,F,Manizales,social_media,0,19
CUST-02426,2023-12-07,M,Medellín,online,1,40
CUST-02427,2023-11-07,F,Bogotá,presencial,0,40
CUST-02428,2023-01-16,F,Cali,social_media,0,34
CUST-02429,2023-08-05,F,Cúcuta,presencial,0,46
CUST-02430,2023-07-14,M,Pereira,online,0,31
CUST-02431,2023-05-01,M,Bucaramanga,presencial,0,40
CUST-02432,2024-05-05,F,Bucaramanga,social_media,1,24
CUST-02433,2023-09-06,M,Pereira,presencial,1,34
CUST-02434,2023-07-29,F,Manizales,presencial,0,33
CUST-02435,2024-02-11,F,Cali,online,0,37
CUST-02436,2023-09-03,F,Cali,online,0,31
CUST-02437,2024-07-19,F,Cúcuta,online,0,33
CUST-02438,2023-11-26,M,Manizales,presencial,0,43
CUST-02439,2023-10-17,F,Pereira,social_media,0,30
CUST-02440,2024-01-25,M,Cúcuta,presencial,1,18
CUST-02441,2024-04-22,F,Cartagena,presencial,0,52
CUST-02442,2024-06-30,F,Barranquilla,presencial,0,48
CUST-02443,2024-01-03,F,Bucaramanga,presencial,0,22
CUST-02444,2023-11-12,F,Santa Marta,online,0,41
CUST-02445,2023-09-25,F,Bucaramanga,online,1,29
CUST-02446,2024-01-04,M,Manizales,online,1,37
CUST-02447,2024-06-09,M,Bogotá,online,0,37
CUST-02448,2024-05-24,F,Bucaramanga,social_media,1,32
CUST-02449,2024-04-22,M,Medellín,presencial,1,27
CUST-02450,2023-04-11,M,Cali,presencial,1,28
CUST-02451,2024-04-25,F,Bucaramanga,presencial,0,25
CUST-02452,2023-11-24,F,Medellín,social_media,0,26
CUST-02453,2023-07-28,F,Barranquilla,social_media,0,34
CUST-02454,2024-01-15,F,Bucaramanga,online,0,27
CUST-02455,2023-11-17,M,Cartagena,presencial,1,41
CUST-02456,2024-02-28,M,Bucaramanga,presencial,0,49
CUST-02457,2023-02-16,M,Bucaramanga,social_media,1,29
CUST-02458,2024-07-30,M,Manizales,presencial,0,37
CUST-02459,2023-08-15,F,Santa Marta,social_media,0,39
CUST-02460,2023-05-30,F,Cartagena,online,0,39
CUST-02461,2023-01-17,F,Bucaramanga,social_media,0,35
CUST-02462,2023-09-25,F,Bucaramanga,presencial,0,42
CUST-02463,2024-07-20,M,Bucaramanga,social_media,1,39
CUST-02464,2024-08-21,M,Medellín,social_media,0,22
CUST-02465,2024-08-16,F,Barranquilla,online,0,43
CUST-02466,2024-03-03,M,Bogotá,presencial,1,43
CUST-02467,2023-10-30,M,Bogotá,presencial,0,27
CUST-02468,2023-06-06,F,Bogotá,online,0,35
CUST-02469,2023-07-20,M,Pereira,social_media,0,41
CUST-02470,2023-12-04,F,Bogotá,social_media,0,32
CUST-02471,2023-08-24,M,Bucaramanga,presencial,0,45
CUST-02472,2024-01-24,M,Medellín,social_media,1,58
CUST-02473,2024-08-06,F,Bucaramanga,online,1,27
CUST-02474,2023-09-09,F,Bucaramanga,presencial,1,21
CUST-02475,2024-05-26,F,Cali,social_media,0,38
CUST-02476,2024-07-17,M,Manizales,online,1,42
CUST-02477,2023-12-12,F,Barranquilla,online,0,32
CUST-02478,2023-09-21,M,Pereira,presencial,0,49
CUST-02479,2024-05-15,F,Barranquilla,presencial,0,21
CUST-02480,2024-05-17,M,Bogotá,social_media,1,41
CUST-02481,2024-04-16,F,Bucaramanga,social_media,0,28
CUST-02482,2023-06-22,F,Cartagena,social_media,0,52
CUST-02483,2023-12-27,M,Santa Marta,online,0,54
CUST-02484,2023-06-23,M,Santa Marta,online,0,27
CUST-02485,2023-05-24,F,Manizales,social_media,0,29
CUST-02486,2024-07-13,M,Pereira,presencial,0,43
CUST-02487,2024-05-15,F,Medellín,online,0,31
CUST-02488,2023-07-08,M,Manizales,online,0,34
CUST-02489,2024-07-09,M,Cali,social_media,0,35
CUST-02490,2023-03-02,F,Bucaramanga,presencial,0,18
CUST-02491,2024-06-20,F,Cúcuta,online,1,34
CUST-02492,2023-02-04,M,Pereira,presencial,0,28
CUST-02493,2023-03-18,M,Bucaramanga,online,0,30
CUST-02494,2023-02-19,M,Cartagena,presencial,0,49
CUST-02495,2023-01-07,M,Barranquilla,presencial,0,22
CUST-02496,2024-02-27,F,Medellín,online,0,43
CUST-02497,2023-05-21,F,Santa Marta,presencial,0,32
CUST-02498,2023-08-25,M,Pereira,online,0,32
CUST-02499,2023-03-11,F,Pereira,online,0,42
CUST-02500,2023-06-04,M,Barranquilla,presencial,1,38
CUST-02501,2023-01-10,M,Cartagena,online,0,40
CUST-02502,2023-08-12,M,Bucaramanga,presencial,0,44
CUST-02503,2024-06-01,F,Medellín,online,0,31
CUST-02504,2024-04-11,M,Barranquilla,presencial,1,28
CUST-02505,2024-01-18,F,Barranquilla,online,0,24
CUST-02506,2023-03-03,F,Barranquilla,online,0,26
CUST-02507,2024-05-09,M,Pereira,social_media,0,64
CUST-02508,2024-05-14,F,Pereira,online,1,47
CUST-02509,2023-01-17,M,Pereira,online,0,21
CUST-02510,2023-01-07,M,Pereira,presencial,0,21
CUST-02511,2024-06-28,F,Medellín,presencial,0,39
CUST-02512,2024-07-18,M,Cartagena,presencial,0,40
CUST-02513,2024-02-26,F,Cúcuta,presencial,0,40
CUST-02514,2023-01-13,F,Medellín,social_media,1,32
CUST-02515,2023-01-18,F,Cartagena,social_media,1,33
CUST-02516,2024-06-26,M,Bucaramanga,presencial,0,38
CUST-02517,2023-10-09,F,Cali,presencial,0,35
CUST-02518,2024-07-02,M,Bucaramanga,presencial,0,18
CUST-02519,2023-10-21,M,Cartagena,presencial,1,32
CUST-02520,2023-01-18,F,Barranquilla,online,0,26
CUST-02521,2024-05-29,F,Cúcuta,presencial,1,36
CUST-02522,2024-03-16,M,Santa Marta,online,0,64
CUST-02523,2023-07-03,F,Manizales,presencial,0,38
CUST-02524,2023-04-20,F,Pereira,social_media,0,31
CUST-02525,2023-04-09,F,Bogotá,social_media,0,44
CUST-02526,2024-06-20,M,Santa Marta,presencial,0,39
CUST-02527,2023-06-02,F,Santa Marta,social_media,1,39
CUST-02528,2023-09-04,M,Bucaramanga,social_media,0,41
CUST-02529,2023-07-16,M,Pereira,social_media,0,55
CUST-02530,2024-06-23,F,Cali,social_media,0,23
CUST-02531,2023-09-16,F,Cartagena,online,0,39
CUST-02532,2023-12-29,M,Pereira,online,0,25
CUST-02533,2023-10-01,M,Bogotá,online,0,40
CUST-02534,2024-02-11,F,Bogotá,online,1,25
CUST-02535,2023-03-22,M,Cartagena,presencial,0,30
CUST-02536,2024-01-18,F,Santa Marta,social_media,1,32
CUST-02537,2024-02-20,M,Pereira,social_media,0,44
CUST-02538,2024-04-15,F,Bogotá,presencial,0,44
CUST-02539,2024-08-01,M,Cartagena,presencial,0,22
CUST-02540,2023-09-07,F,Manizales,online,0,35
CUST-02541,2023-08-20,F,Manizales,online,0,27
CUST-02542,2023-11-04,M,Medellín,social_media,0,22
CUST-02543,2023-03-24,F,Pereira,presencial,0,32
CUST-02544,2023-02-02,M,Cúcuta,social_media,1,31
CUST-02545,2023-04-06,M,Cartagena,presencial,0,59
CUST-02546,2024-02-20,M,Santa Marta,online,1,39
CUST-02547,2024-01-24,M,Cali,social_media,0,21
CUST-02548,2024-01-22,F,Bogotá,social_media,1,29
CUST-02549,2024-07-19,M,Barranquilla,presencial,1,45
CUST-02550,2024-05-02,M,Pereira,social_media,0,55
CUST-02551,2023-02-27,M,Bogotá,online,0,19
CUST-02552,2023-01-10,F,Medellín,social_media,0,18
CUST-02553,2023-06-25,M,Cartagena,presencial,0,53
CUST-02554,2023-03-26,F,Santa Marta,social_media,1,38
CUST-02555,2024-05-26,F,Bogotá,online,0,26
CUST-02556,2024-03-20,M,Barranquilla,presencial,0,40
CUST-02557,2023-12-06,F,Cali,presencial,1,18
CUST-02558,2024-08-02,M,Cartagena,online,0,35
CUST-02559,2023-04-08,F,Cartagena,presencial,0,38
CUST-02560,2024-06-24,F,Cúcuta,presencial,0,44
CUST-02561,2023-02-13,M,Medellín,social_media,0,24
CUST-02562,2023-08-24,F,Cartagena,presencial,0,35
CUST-02563,2023-08-05,M,Santa Marta,social_media,1,25
CUST-02564,2024-08-03,F,Cartagena,online,0,37
CUST-02565,2024-05-01,M,Cúcuta,online,0,26
CUST-02566,2023-10-05,M,Medellín,online,0,30
CUST-02567,2023-02-17,M,Pereira,online,0,25
CUST-02568,2023-03-18,M,Bucaramanga,presencial,0,41
CUST-02569,2023-10-15,F,Pereira,presencial,0,43
CUST-02570,2024-07-10,M,Manizales,social_media,1,32
CUST-02571,2024-07-31,M,Cúcuta,social_media,0,35
CUST-02572,2023-02-03,M,Cartagena,social_media,0,20
CUST-02573,2023-07-03,M,Medellín,presencial,0,32
CUST-02574,2023-11-19,F,Pereira,social_media,0,34
CUST-02575,2023-01-17,M,Pereira,presencial,1,61
CUST-02576,2023-08-01,F,Manizales,online,0,23
CUST-02577,2024-08-24,M,Pereira,presencial,1,49
CUST-02578,2023-05-28,M,Cúcuta,online,0,44
CUST-02579,2024-02-12,M,Pereira,social_media,0,37
CUST-02580,2023-03-20,M,Santa Marta,presencial,0,52
CUST-02581,2023-11-03,M,Manizales,social_media,0,38
CUST-02582,2023-06-16,M,Medellín,social_media,0,38
CUST-02583,2024-07-31,F,Medellín,online,0,34
CUST-02584,2023-09-04,F,Pereira,social_media,1,47
CUST-02585,2024-08-03,M,Cúcuta,presencial,1,45
CUST-02586,2024-02-03,M,Cúcuta,social_media,1,28
CUST-02587,2024-07-07,M,Cali,online,0,21
CUST-02588,2023-12-06,F,Bogotá,online,0,32
CUST-02589,2024-01-29,M,Santa Marta,social_media,0,26
CUST-02590,2023-05-24,F,Cali,online,0,34
CUST-02591,2023-03-22,F,Bogotá,social_media,0,47
CUST-02592,2024-05-27,F,Bucaramanga,online,0,30
CUST-02593,2023-12-21,F,Barranquilla,social_media,1,34
CUST-02594,2023-02-24,F,Bogotá,social_media,1,35
CUST-02595,2023-04-11,M,Barranquilla,presencial,1,43
CUST-02596,2024-03-23,F,Manizales,presencial,1,18
CUST-02597,2023-08-26,F,Pereira,social_media,0,28
CUST-02598,2023-03-19,M,Bogotá,presencial,0,37
CUST-02599,2023-12-15,M,Cúcuta,presencial,1,47
CUST-02600,2024-02-11,F,Santa Marta,online,0,30
CUST-02601,2023-12-01,M,Bucaramanga,presencial,0,18
CUST-02602,2023-01-31,M,Medellín,online,0,41
CUST-02603,2023-10-07,M,Cali,presencial,0,28
CUST-02604,2024-04-06,F,Pereira,presencial,1,23
CUST-02605,2024-05-17,F,Cali,social_media,1,28
CUST-02606,2023-08-22,M,Cali,presencial,0,33
CUST-02607,2023-12-31,M,Cartagena,social_media,0,28
CUST-02608,2024-07-20,F,Cali,social_media,0,18
CUST-02609,2024-01-20,F,Cali,social_media,0,43
CUST-02610,2024-03-18,M,Cartagena,social_media,0,47
CUST-02611,2023-07-10,F,Cartagena,presencial,1,41
CUST-02612,2024-08-22,F,Santa Marta,social_media,0,23
CUST-02613,2024-01-25,M,Bogotá,presencial,1,32
CUST-02614,2023-03-29,M,Bogotá,presencial,0,34
CUST-02615,2023-10-30,F,Santa Marta,online,0,40
CUST-02616,2023-09-10,F,Cartagena,online,0,41
CUST-02617,2023-03-17,F,Barranquilla,online,0,27
CUST-02618,2023-03-26,M,Medellín,social_media,0,35
CUST-02619,2023-10-02,M,Santa Marta,presencial,1,39
CUST-02620,2023-06-07,M,Bucaramanga,presencial,0,49
CUST-02621,2024-01-25,M,Santa Marta,social_media,0,42
CUST-02622,2023-06-07,F,Cartagena,online,0,42
CUST-02623,2024-02-03,M,Barranquilla,online,0,35
CUST-02624,2023-11-21,M,Pereira,presencial,0,49
CUST-02625,2024-01-05,F,Cartagena,presencial,1,39
CUST-02626,2023-04-20,M,Manizales,presencial,0,26
CUST-02627,2023-04-04,F,Manizales,online,0,49
CUST-02628,2023-01-06,M,Medellín,presencial,0,41
CUST-02629,2023-11-12,F,Cartagena,online,0,30
CUST-02630,2024-03-31,F,Cúcuta,online,0,30
CUST-02631,2024-01-04,F,Manizales,online,1,37
CUST-02632,2023-10-04,M,Cali,social_media,0,39
CUST-02633,2023-04-15,F,Pereira,social_media,0,36
CUST-02634,2023-05-16,M,Cali,presencial,0,38
CUST-02635,2023-03-31,M,Bucaramanga,online,0,51
CUST-02636,2023-07-11,M,Medellín,presencial,0,45
CUST-02637,2024-03-17,M,Bucaramanga,online,0,36
CUST-02638,2024-04-04,M,Bucaramanga,presencial,0,44
CUST-02639,2024-07-24,M,Manizales,presencial,1,24
CUST-02640,2024-07-22,F,Cartagena,social_media,0,38
CUST-02641,2024-06-08,F,Bogotá,social_media,0,53
CUST-02642,2024-02-22,M,Manizales,social_media,0,32
CUST-02643,2023-04-16,M,Santa Marta,social_media,0,26
CUST-02644,2023-01-27,M,Bogotá,online,0,28
CUST-02645,2023-04-02,M,Cartagena,presencial,0,24
CUST-02646,2023-12-29,M,Bucaramanga,presencial,0,27
CUST-02647,2024-07-21,F,Barranquilla,online,0,31
CUST-02648,2023-04-06,F,Medellín,online,0,20
CUST-02649,2023-11-29,M,Cartagena,presencial,0,35
CUST-02650,2024-01-30,M,Barranquilla,social_media,1,44
CUST-02651,2023-01-13,F,Pereira,social_media,0,25
CUST-02652,2023-10-26,M,Bucaramanga,social_media,0,50
CUST-02653,2024-02-28,M,Cali,online,0,40
CUST-02654,2024-02-02,M,Santa Marta,presencial,1,45
CUST-02655,2023-03-28,F,Barranquilla,online,1,28
CUST-02656,2024-07-26,F,Cartagena,presencial,0,43
CUST-02657,2023-09-06,M,Cali,social_media,0,24
CUST-02658,2024-08-08,F,Manizales,social_media,1,43
CUST-02659,2024-06-17,F,Pereira,social_media,0,36
CUST-02660,2023-06-23,M,Pereira,presencial,0,40
CUST-02661,2024-01-25,F,Manizales,social_media,0,23
CUST-02662,2023-06-23,F,Pereira,presencial,0,26
CUST-02663,2023-05-23,F,Cali,online,1,40
CUST-02664,2023-10-03,F,Cali,social_media,0,25
CUST-02665,2023-11-05,F,Medellín,online,0,39
CUST-02666,2023-10-02,F,Bogotá,online,0,21
CUST-02667,2024-05-19,M,Cartagena,presencial,0,43
CUST-02668,2023-05-30,M,Barranquilla,online,0,22
CUST-02669,2023-03-06,M,Medellín,presencial,0,40
CUST-02670,2023-06-21,F,Bogotá,presencial,0,41
CUST-02671,2024-03-21,M,Cali,online,0,28
CUST-02672,2023-10-10,F,Bucaramanga,presencial,0,40
CUST-02673,2024-03-07,F,Medellín,presencial,1,37
CUST-02674,2023-11-03,M,Cúcuta,presencial,0,29
CUST-02675,2024-05-10,F,Pereira,online,0,24
CUST-02676,2023-03-20,M,Pereira,presencial,1,18
CUST-02677,2024-01-05,F,Cali,social_media,0,38
CUST-02678,2023-09-15,M,Bogotá,online,0,19
CUST-02679,2023-09-10,M,Santa Marta,online,1,35
CUST-02680,2024-05-22,M,Cartagena,presencial,0,32
CUST-02681,2024-08-31,M,Medellín,online,1,41
CUST-02682,2023-07-20,F,Manizales,social_media,0,31
CUST-02683,2024-04-13,M,Cúcuta,online,1,31
CUST-02684,2023-04-20,F,Cúcuta,online,0,42
CUST-02685,2023-05-19,M,Barranquilla,online,1,38
CUST-02686,2023-11-08,M,Cúcuta,presencial,1,38
CUST-02687,2023-01-07,M,Pereira,social_media,0,39
CUST-02688,2024-02-10,F,Cartagena,social_media,0,19
CUST-02689,2023-12-07,M,Cali,social_media,1,42
CUST-02690,2024-01-25,M,Cúcuta,online,0,41
CUST-02691,2023-12-04,F,Manizales,social_media,0,24
CUST-02692,2024-03-26,M,Medellín,presencial,1,32
CUST-02693,2023-12-09,F,Bogotá,online,0,34
CUST-02694,2024-03-16,M,Cartagena,presencial,1,33
CUST-02695,2024-08-31,M,Barranquilla,online,1,38
CUST-02696,2023-05-20,M,Cúcuta,presencial,1,49
CUST-02697,2023-11-04,F,Pereira,online,0,45
CUST-02698,2023-11-25,M,Santa Marta,presencial,0,21
CUST-02699,2023-07-25,M,Bucaramanga,social_media,1,41
CUST-02700,2024-05-05,M,Bogotá,online,0,48
CUST-02701,2023-11-18,F,Manizales,online,0,38
CUST-02702,2023-07-01,F,Medellín,presencial,1,45
CUST-02703,2024-02-12,F,Barranquilla,presencial,0,55
CUST-02704,2023-11-23,F,Cali,presencial,0,45
CUST-02705,2023-10-26,F,Bucaramanga,online,0,37
CUST-02706,2024-05-17,F,Medellín,presencial,0,45
CUST-02707,2024-08-12,M,Cartagena,social_media,0,36
CUST-02708,2023-09-06,M,Santa Marta,presencial,0,35
CUST-02709,2023-11-30,M,Cali,presencial,1,31
CUST-02710,2024-01-21,M,Medellín,presencial,0,50
CUST-02711,2023-10-15,M,Medellín,social_media,0,26
CUST-02712,2024-02-07,F,Santa Marta,presencial,0,50
CUST-02713,2024-01-09,F,Bucaramanga,presencial,0,39
CUST-02714,2023-04-27,F,Medellín,online,0,21
CUST-02715,2024-07-31,M,Cali,online,1,38
CUST-02716,2023-07-24,F,Bogotá,presencial,1,18
CUST-02717,2024-08-29,M,Medellín,online,0,41
CUST-02718,2024-07-12,F,Medellín,presencial,1,43
CUST-02719,2023-07-04,M,Medellín,presencial,0,29
CUST-02720,2024-07-17,F,Pereira,social_media,1,36
CUST-02721,2023-01-28,M,Cali,presencial,0,54
CUST-02722,2024-04-17,F,Barranquilla,online,1,29
CUST-02723,2023-08-03,M,Medellín,online,1,24
CUST-02724,2024-03-24,F,Cartagena,online,1,49
CUST-02725,2023-10-26,M,Santa Marta,online,0,54
CUST-02726,2023-03-12,M,Santa Marta,presencial,0,35
CUST-02727,2024-02-23,M,Pereira,social_media,0,45
CUST-02728,2024-05-26,M,Manizales,social_media,0,48
CUST-02729,2023-05-23,F,Cartagena,presencial,0,27
CUST-02730,2023-11-07,F,Cartagena,online,0,30
CUST-02731,2023-09-05,F,Cali,social_media,0,47
CUST-02732,2023-09-16,M,Bucaramanga,social_media,0,51
CUST-02733,2023-06-07,F,Bogotá,presencial,0,40
CUST-02734,2024-03-09,M,Cali,online,0,26
CUST-02735,2024-01-22,F,Medellín,social_media,0,54
CUST-02736,2023-03-17,M,Pereira,presencial,0,29
CUST-02737,2024-04-04,F,Santa Marta,social_media,1,31
CUST-02738,2024-05-05,M,Barranquilla,social_media,0,38
CUST-02739,2024-08-19,M,Pereira,online,1,50
CUST-02740,2024-02-15,F,Manizales,online,0,43
CUST-02741,2024-07-01,F,Cúcuta,social_media,1,39
CUST-02742,2024-06-02,F,Medellín,online,1,39
CUST-02743,2024-03-04,M,Pereira,social_media,0,35
CUST-02744,2024-07-10,M,Cali,social_media,0,40
CUST-02745,2023-02-07,M,Manizales,social_media,0,18
CUST-02746,2024-01-04,F,Bucaramanga,presencial,0,32
CUST-02747,2024-07-03,M,Cali,online,0,37
CUST-02748,2024-08-31,F,Manizales,online,1,23
CUST-02749,2023-03-29,M,Cali,social_media,0,38
CUST-02750,2023-04-22,F,Santa Marta,online,1,32
CUST-02751,2023-09-12,M,Cali,social_media,0,52
CUST-02752,2023-12-30,M,Bogotá,online,0,50
CUST-02753,2023-06-20,F,Medellín,online,0,30
CUST-02754,2023-02-15,M,Barranquilla,social_media,0,33
CUST-02755,2024-07-30,M,Medellín,online,1,34
CUST-02756,2024-02-14,F,Barranquilla,social_media,0,30
CUST-02757,2023-12-06,M,Barranquilla,presencial,1,36
CUST-02758,2024-03-16,F,Barranquilla,social_media,1,27
CUST-02759,2023-04-19,F,Bogotá,online,0,23
CUST-02760,2023-01-11,M,Santa Marta,presencial,0,41
CUST-02761,2023-04-11,M,Cúcuta,presencial,1,41
CUST-02762,2023-09-22,M,Pereira,social_media,0,26
CUST-02763,2023-08-16,F,Medellín,presencial,0,43
CUST-02764,2024-06-06,M,Cali,social_media,0,28
CUST-02765,2024-06-15,F,Manizales,online,1,37
CUST-02766,2024-07-25,M,Pereira,social_media,0,43
CUST-02767,2024-08-17,M,Barranquilla,presencial,1,34
CUST-02768,2024-08-12,F,Barranquilla,social_media,1,39
CUST-02769,2023-08-15,M,Santa Marta,social_media,0,29
CUST-02770,2024-04-01,M,Cartagena,online,0,33
CUST-02771,2024-01-19,M,Cartagena,social_media,0,32
CUST-02772,2024-02-05,M,Pereira,online,0,27
CUST-02773,2024-04-19,M,Bogotá,presencial,0,33
CUST-02774,2024-08-25,F,Cali,presencial,0,19
CUST-02775,2024-05-27,M,Medellín,social_media,1,30
CUST-02776,2023-06-04,F,Cúcuta,social_media,0,32
CUST-02777,2023-12-20,M,Bucaramanga,presencial,1,32
CUST-02778,2023-01-26,M,Bucaramanga,presencial,0,32
CUST-02779,2024-05-09,F,Cúcuta,presencial,1,34
CUST-02780,2023-04-18,M,Bogotá,social_media,0,39
CUST-02781,2023-10-30,M,Bucaramanga,presencial,1,43
CUST-02782,2024-03-01,F,Cúcuta,social_media,0,28
CUST-02783,2023-03-29,F,Medellín,presencial,0,22
CUST-02784,2023-04-29,M,Barranquilla,presencial,0,24
CUST-02785,2023-05-26,F,Bucaramanga,social_media,0,30
CUST-02786,2023-12-23,F,Cali,online,0,31
CUST-02787,2023-11-16,F,Cali,social_media,1,27
CUST-02788,2023-12-18,F,Cali,online,0,22
CUST-02789,2024-04-11,M,Barranquilla,social_media,0,30
CUST-02790,2023-07-31,M,Santa Marta,online,0,36
CUST-02791,2024-06-17,F,Barranquilla,online,1,40
CUST-02792,2024-05-09,M,Barranquilla,online,0,29
CUST-02793,2023-12-23,F,Barranquilla,social_media,0,30
CUST-02794,2024-05-02,M,Pereira,social_media,0,25
CUST-02795,2023-04-10,M,Cartagena,social_media,1,34
CUST-02796,2024-03-24,F,Medellín,online,0,26
CUST-02797,2024-04-08,F,Pereira,online,0,40
CUST-02798,2023-11-23,M,Cali,social_media,0,18
CUST-02799,2023-03-10,M,Bogotá,social_media,0,31
CUST-02800,2023-11-04,M,Santa Marta,presencial,0,38
CUST-02801,2023-02-15,F,Cartagena,presencial,0,36
CUST-02802,2023-04-28,M,Cúcuta,presencial,1,61
CUST-02803,2023-01-24,F,Bogotá,presencial,0,38
CUST-02804,2023-12-18,F,Bogotá,presencial,0,24
CUST-02805,2023-04-22,F,Bogotá,social_media,0,34
CUST-02806,2023-06-18,M,Santa Marta,online,0,18
CUST-02807,2023-09-07,F,Manizales,online,0,34
CUST-02808,2024-06-12,M,Bucaramanga,social_media,0,26
CUST-02809,2023-06-28,F,Cúcuta,social_media,0,44
CUST-02810,2024-07-19,M,Bucaramanga,social_media,1,29
CUST-02811,2023-06-13,M,Bucaramanga,presencial,0,33
CUST-02812,2023-12-05,F,Barranquilla,presencial,0,28
CUST-02813,2024-07-27,F,Cartagena,presencial,0,52
CUST-02814,2024-03-12,M,Cúcuta,social_media,0,31
CUST-02815,2024-04-18,M,Cali,social_media,1,53
CUST-02816,2023-08-26,F,Cali,online,1,43
CUST-02817,2024-02-19,F,Cúcuta,social_media,0,39
CUST-02818,2023-07-08,M,Pereira,presencial,0,38
CUST-02819,2023-07-10,M,Cartagena,online,0,38
CUST-02820,2024-03-18,F,Manizales,social_media,0,18
CUST-02821,2024-02-10,M,Cartagena,online,1,32
CUST-02822,2023-01-30,F,Barranquilla,online,0,43
CUST-02823,2023-07-22,F,Cali,social_media,0,34
CUST-02824,2024-04-05,F,Medellín,presencial,0,20
CUST-02825,2024-08-29,F,Cali,presencial,1,34
CUST-02826,2024-03-15,M,Pereira,online,0,52
CUST-02827,2024-02-03,F,Manizales,social_media,0,47
CUST-02828,2023-01-05,F,Cartagena,social_media,0,34
CUST-02829,2023-08-08,M,Bogotá,presencial,0,44
CUST-02830,2023-07-30,M,Cali,social_media,0,31
CUST-02831,2023-10-13,F,Barranquilla,social_media,0,18
CUST-02832,2023-03-06,F,Cúcuta,online,0,25
CUST-02833,2024-08-14,F,Barranquilla,social_media,0,50
CUST-02834,2023-04-15,F,Bogotá,social_media,0,32
CUST-02835,2024-07-03,F,Cúcuta,social_media,0,32
CUST-02836,2023-07-11,F,Santa Marta,presencial,1,32
CUST-02837,2024-01-10,M,Cúcuta,presencial,0,54
CUST-02838,2023-11-30,M,Barranquilla,online,0,51
CUST-02839,2023-07-21,F,Medellín,presencial,0,57
CUST-02840,2024-04-13,M,Santa Marta,presencial,0,33
CUST-02841,2023-04-27,M,Barranquilla,presencial,0,37
CUST-02842,2023-09-26,F,Barranquilla,presencial,0,19
CUST-02843,2024-05-16,M,Bucaramanga,online,1,49
CUST-02844,2024-06-24,M,Manizales,social_media,1,23
CUST-02845,2023-11-17,F,Cartagena,social_media,0,37
CUST-02846,2024-02-02,F,Manizales,social_media,0,24
